20;1.50e+00;1.50e+00;2.370684288950930365e-01;2.372035432111637446e-01;1.351143160707081339e-04
30;1.50e+00;1.50e+00;2.371127466218843964e-01;2.371728621879607872e-01;6.011556607639078904e-05
40;1.50e+00;1.50e+00;2.371282756790036758e-01;2.371621034665241879e-01;3.382778752051209957e-05
50;1.50e+00;1.50e+00;2.371354665580887729e-01;2.371571201320129270e-01;2.165357392415404177e-05
60;1.50e+00;1.50e+00;2.371393735496353915e-01;2.371544121840855839e-01;1.503863445019242950e-05
70;1.50e+00;1.50e+00;2.371417296265843954e-01;2.371527790530452867e-01;1.104942646089133562e-05
80;1.50e+00;1.50e+00;2.371432589256330133e-01;2.371517189577695533e-01;8.460032136539967409e-06
90;1.50e+00;1.50e+00;2.371443074601135627e-01;2.371509921006081295e-01;6.684640494566799779e-06
100;1.50e+00;1.50e+00;2.371450574966576485e-01;2.371504721543442451e-01;5.414657686596670381e-06
