20;1.50e+00;1.50e+00;2.241020984097310948e+00;2.262167154779875188e+00;2.114617068256423988e-02
30;1.50e+00;1.50e+00;2.246005168306427123e+00;2.255413937692421514e+00;9.408769385994391384e-03
40;1.50e+00;1.50e+00;2.247752086282843809e+00;2.253046587082795159e+00;5.294500799951349680e-03
50;1.50e+00;1.50e+00;2.248561091790904574e+00;2.251950185643026962e+00;3.389093852122388416e-03
60;1.50e+00;1.50e+00;2.249000666311342613e+00;2.251354435213864470e+00;2.353768902521856518e-03
70;1.50e+00;1.50e+00;2.249265754944172722e+00;2.250995157136100640e+00;1.729402191927918546e-03
80;1.50e+00;1.50e+00;2.249437823394264718e+00;2.250761947936978299e+00;1.324124542713581197e-03
90;1.50e+00;1.50e+00;2.249555800114276468e+00;2.250602049600266918e+00;1.046249485990450321e-03
100;1.50e+00;1.50e+00;2.249640191740388841e+00;2.250487669831196516e+00;8.474780908076754316e-04
